No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772550079.830284,0,1,0.0053,0.0655,0.0231,0.0249,0.54,6.5518,2.4947,0.0,0.0,0.0,3.5,0.9,2.6,None,0.0003161430358886719,8.57,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,1,2,1,1,0,False,100.0,2.5,13.0,16.5,0.0769,0.1667,0.04,0.0801,2088.1132951555487,2078.1132951555487,10.0,0.9421284115372774,0,0,2
0,1772550079.8313537,0.0,1,0.0053,0.0655,0.0231,0.0249,0.54,6.5518,2.4947,0.0,0.0,0.0,5.03,1.47,3.56,None,0.0003161430358886719,11.195,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,1,2,1,1,0,False,100.0,2.5,13.0,16.5,0.0769,0.1667,0.04,0.0801,2088.1132951555487,2078.1132951555487,10.0,0.9421284115372774,0,0,2
0,1772550079.862672,0.0,2,0.0145,0.11,0.0442,0.0499,1.5119,11.0044,4.9894,0.0,0.0,0.0,4.51,1.87,2.63,None,0.06105780601501465,8.091,True,None,sfc_cache_p2_1,0,None,0.0,4.33,0.0,4,4,2,1,0,False,100.0,3.5,10.9175,16.5,0.1207,0.1667,0.0663,0.0801,2134.580173347779,2114.580173347779,20.0,0.9380053768811333,0,0,4
0,1772550079.863474,0.0,2,0.0145,0.11,0.0442,0.0499,1.5119,11.0044,4.9894,0.0,0.0,0.0,5.1,1.47,3.62,None,0.06105780601501465,11.193,True,None,sfc_unique_p2_1,0,None,0.0,4.33,0.0,4,4,2,1,0,False,100.0,3.5,10.9175,16.5,0.1207,0.1667,0.0663,0.0801,2134.580173347779,2114.580173347779,20.0,0.9380053768811333,0,0,4
0,1772550079.8992195,0.1,3,0.0192,0.1546,0.0652,0.0499,2.0519,15.4571,4.9894,0.0,0.0,0.0,4.96,1.87,3.09,None,0.09328770637512207,7.926,True,None,sfc_cache_p3_1,0,None,4.0,8.66,33.0,8,6,3,1,0,False,100.0,3.1666666666666665,10.223333333333334,11.0,0.0999,0.1666,0.0639,0.0801,2190.5564154155704,2160.5564154155704,30.0,0.9343012327115384,0,0,6
0,1772550079.900252,0.1,3,0.0192,0.1546,0.0652,0.0499,2.0519,15.4571,4.9894,0.0,0.0,0.0,6.02,1.47,4.54,None,0.09328770637512207,11.163,True,None,sfc_unique_p3_1,0,None,4.0,8.66,33.0,8,6,3,1,0,False,100.0,3.1666666666666665,10.223333333333334,11.0,0.0999,0.1666,0.0639,0.0801,2190.5564154155704,2160.5564154155704,30.0,0.9343012327115384,0,0,6
0,1772550079.9310338,0.1,4,0.0238,0.1991,0.0863,0.0499,2.5919,19.9098,4.9894,0.0,0.0,0.0,4.47,1.87,2.6,None,0.13003993034362793,8.031,True,None,sfc_cache_p4_1,0,None,8.0,12.99,66.0,12,8,4,1,0,False,100.0,3.0,9.87625,8.25,0.0865,0.1666,0.0616,0.0801,2233.9297322395914,2193.9297322395914,40.0,0.9306066914484764,0,8,0
0,1772550079.9320683,0.1,4,0.0238,0.1991,0.0863,0.0499,2.5919,19.9098,4.9894,0.0,0.0,0.0,5.03,1.47,3.56,None,0.13003993034362793,11.161,True,None,sfc_unique_p4_1,0,None,8.0,12.99,66.0,12,8,4,1,0,False,100.0,3.0,9.87625,8.25,0.0865,0.1666,0.0616,0.0801,2233.9297322395914,2193.9297322395914,40.0,0.9306066914484764,0,8,0
0,1772550079.9647577,0.1,5,0.0283,0.2436,0.1074,0.0499,3.1319,24.3625,4.9894,0.0,0.0,0.0,4.96,1.87,3.09,None,0.16185379028320312,8.064,True,None,sfc_cache_p5_1,0,None,12.0,17.32,99.0,16,10,5,1,0,False,100.0,2.9,9.668000000000001,6.6,0.0772,0.1666,0.0595,0.0801,2246.831759789506,2196.831759789506,50.0,0.9269217409006678,0,10,0
0,1772550079.965835,0.1,5,0.0283,0.2436,0.1074,0.0499,3.1319,24.3625,4.9894,0.0,0.0,0.0,6.02,1.47,4.54,None,0.16185379028320312,11.532,True,None,sfc_unique_p5_1,0,None,12.0,17.32,99.0,16,10,5,1,0,False,100.0,2.9,9.668000000000001,6.6,0.0772,0.1666,0.0595,0.0801,2246.831759789506,2196.831759789506,50.0,0.9269217409006678,0,10,0
